id,smiles,compound_class,compound_subclass,name,molecular_weight,formula,cas_number,created_at,updated_at,MolLogP,qed,ExactMolWt,fr_phenol,fr_methoxy,fr_lactone,fr_urea
226,COC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC=C(O)C=C1,Flavonoids,Flavanones,Sakuranetin,286.279,C16H14O5,2957-21-3,2007-11-01 00:00:00 UTC,2015-05-10 23:28:44 UTC,2.812900000000001,0.8874343900434253,286.08412354800004,2,1,0,0
228,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavones,Apigenin,270.237,C15H10O5,520-36-5,2002-09-02 11:37:28 UTC,2015-05-10 23:28:44 UTC,2.5768000000000004,0.6318329361180623,270.05282342,3,0,0,0
229,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,Flavonoids,Flavones,Luteolin,286.236,C15H10O6,491-70-3,2002-09-02 11:38:11 UTC,2015-05-10 23:28:44 UTC,2.282400000000001,0.5106223467843569,286.04773804,4,0,0,0
232,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavones,Diosmin,608.545,C28H32O15,520-27-4,2002-09-04 15:50:54 UTC,2015-05-10 23:28:44 UTC,-1.0897000000000006,0.15901573371992592,608.1741203239999,2,1,0,0
233,C[C@H]1O[C@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavones,Isorhoifolin,578.519,C27H30O14,,2002-09-04 15:54:14 UTC,2015-05-10 23:28:44 UTC,-1.0983000000000007,0.17370096152271805,578.1635556399999,2,0,0,0
234,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C=C2O,Flavonoids,Flavones,Neodiosmin,608.545,C28H32O15,,2002-09-04 15:57:21 UTC,2015-05-10 23:28:44 UTC,-1.0897000000000006,0.15901573371992592,608.1741203239999,2,1,0,0
235,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavones,Rhoifolin,578.519,C27H30O14,17306-46-6,2002-09-04 16:05:47 UTC,2015-05-10 23:28:44 UTC,-1.098300000000001,0.17370096152271805,578.16355564,2,0,0,0
236,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1,Flavonoids,Flavones,Sinensetin,372.369,C20H20O7,2306-27-6,2002-09-04 16:06:39 UTC,2015-05-10 23:28:44 UTC,3.503000000000003,0.655288833027249,372.1209029799999,0,5,0,0
237,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC,Flavonoids,Flavones,Nobiletin,402.395,C21H22O8,478-01-3,2002-09-04 16:09:02 UTC,2015-05-10 23:28:44 UTC,3.5116000000000023,0.5935296943511096,402.13146766399996,0,6,0,0
238,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC,Flavonoids,Flavones,Tangeretin,372.369,C20H20O7,481-53-8,2002-09-04 16:09:36 UTC,2015-05-10 23:28:44 UTC,3.503000000000003,0.655288833027249,372.1209029799999,0,5,0,0
239,[H][C@@]1(OC(=O)[C@@]2([H])O[C@@]([H])(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavones,Luteolin 7-O-diglucuronide,638.484,C27H26O18,,2003-05-05 11:53:07 UTC,2015-05-10 23:28:44 UTC,-2.8013999999999997,0.0962479321687295,638.1119139919999,3,0,0,0
240,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1,Flavonoids,Flavones,Chrysin,254.238,C15H10O4,480-40-0,2004-04-22 13:27:50 UTC,2015-05-10 23:28:44 UTC,2.871200000000001,0.700091545915688,254.0579088,2,0,0,0
243,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavones,Luteolin 7-O-rutinoside,594.518,C27H30O15,25694-72-8,2002-09-02 11:38:11 UTC,2015-05-10 23:28:45 UTC,-1.3927000000000012,0.1490101425272025,594.15847026,3,0,0,0
244,COC1=CC=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1,Flavonoids,Flavones,Tetramethylscutellarein,342.343,C19H18O6,,2004-04-22 14:58:40 UTC,2015-05-10 23:28:45 UTC,3.4944000000000024,0.7069335509254062,342.11033829599995,0,4,0,0
245,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavones,Luteolin 7-O-glucoside,448.37699999999995,C21H20O11,5373-11-5,2004-06-23 00:00:00 UTC,2015-05-10 23:28:45 UTC,-0.24450000000000038,0.26064521759487536,448.1005614599999,3,0,0,0
246,[H][C@]1(CO)O[C@@]([H])(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavones,Apigenin 7-O-glucoside,420.41,C21H24O9,578-74-5,2004-06-23 00:00:00 UTC,2016-06-02 09:56:45 UTC,0.049899999999999556,0.3310267553587243,432.1056468399999,2,0,0,0
247,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(O)C(=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1)[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavones,"Apigenin 6,8-di-C-glucoside",594.518,C27H30O15,,2004-04-13 14:59:30 UTC,2015-05-10 23:28:45 UTC,-2.3934,0.14700946019584846,594.15847026,3,0,0,0
251,O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC(O)=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,Flavonoids,Flavones,Luteolin 7-O-glucuronide,462.36,C21H18O12,29741-10-4,2006-08-07 00:00:00 UTC,2015-05-10 23:28:45 UTC,-0.15220000000000045,0.25261282725264217,462.07982601599986,3,0,0,0
252,O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,Flavonoids,Flavones,Apigenin 7-O-glucuronide,446.361,C21H18O11,,2006-08-07 00:00:00 UTC,2015-05-10 23:28:45 UTC,0.14219999999999972,0.31994668575071816,446.0849113959999,2,0,0,0
253,O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@@H]1O,Flavonoids,Flavones,Luteolin 7-O-malonyl-glucoside,534.423,C24H22O14,,2006-08-07 00:00:00 UTC,2015-05-10 23:28:45 UTC,-0.21890000000000037,0.11796370962370913,534.1009553839999,3,0,0,0
254,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC(O)=C(O)C=C2)C=C1O,Flavonoids,Flavones,Luteolin 6-C-glucoside,448.37699999999995,C21H20O11,4261-42-1,2004-06-23 00:00:00 UTC,2015-05-10 23:28:45 UTC,-0.20270000000000027,0.2465547063119637,448.1005614599999,4,0,0,0
257,[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)O[C@]([H])(CO)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavones,Luteolin 7-O-(2-apiosyl-glucoside),580.492,C26H28O15,,2007-02-26 00:00:00 UTC,2015-05-10 23:28:45 UTC,-1.779600000000001,0.14015562711830634,580.1428201959999,3,0,0,0
260,[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)O[C@]([H])(COC(=O)CC(O)=O)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavones,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,666.538,C29H30O18,,2007-02-26 00:00:00 UTC,2015-05-10 23:28:45 UTC,-1.7539999999999998,0.06579506821299214,666.14321412,3,0,0,0
261,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@@H]2O)[C@@H](O)[C@@H]1O,Flavonoids,Flavones,Apigenin 7-O-apiosyl-glucoside,564.492,C26H28O14,26544-34-3,2007-03-28 00:00:00 UTC,2015-05-10 23:28:45 UTC,-1.4852000000000012,0.16361068137579543,564.1479055759999,2,0,0,0
263,OC1=CC2=C(C=C1)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1,Flavonoids,Flavones,"7,3',4'-Trihydroxyflavone",270.237,C15H10O5,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:45 UTC,2.5768000000000013,0.5910546660911951,270.05282342000004,3,0,0,0
264,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2,Flavonoids,Flavones,"7,4'-Dihydroxyflavone",254.238,C15H10O4,2196-14-7,2007-05-21 00:00:00 UTC,2015-05-10 23:28:45 UTC,2.871200000000001,0.700091545915688,254.0579088,2,0,0,0
265,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2,Flavonoids,Flavones,Geraldone,284.263,C16H12O5,21583-32-4,2007-05-21 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.8798000000000012,0.7560099167404621,284.06847348400004,2,1,0,0
266,OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1,Flavonoids,Flavones,Baicalein,270.237,C15H10O5,491-67-8,2007-06-08 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.5768000000000004,0.5910546660911952,270.05282342000004,3,0,0,0
267,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O,Flavonoids,Flavones,Apigenin 6-C-glucoside,432.37800000000004,C21H20O10,38953-85-4,2007-04-12 00:00:00 UTC,2015-05-10 23:28:46 UTC,0.09169999999999995,0.29959620318403996,432.1056468399999,3,0,0,0
268,COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O,Flavonoids,Flavones,Hispidulin,300.263,C16H12O6,1447-88-7,2007-10-17 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.5854000000000004,0.6723108130019759,300.063388104,3,1,0,0
269,COC1=C(OC)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1,Flavonoids,Flavones,Cirsimaritin,314.289,C17H14O6,6601-62-3,2007-10-17 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.8884000000000007,0.7724597953185254,314.079038168,2,2,0,0
271,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(O)=C2O,Flavonoids,Flavones,"5,6-Dihydroxy-7,8,3',4'-tetramethoxyflavone",374.341,C19H18O8,,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.9056000000000024,0.6565896064526678,374.10016753599996,2,4,0,0
272,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(O)=C2O,Flavonoids,Flavones,Pebrellin,344.315,C18H16O7,,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.897000000000002,0.702191816917279,344.0896028519999,2,3,0,0
273,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,Flavonoids,Flavones,Gardenin B,358.342,C19H18O7,,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,3.200000000000002,0.749188475238997,358.1052529159999,1,4,0,0
274,COC1=C(O)C2=C(OC(=CC2=O)C2=CC(O)=C(O)C=C2)C=C1O,Flavonoids,Flavones,Nepetin,316.262,C16H12O7,,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.291000000000001,0.5352134345240502,316.058302724,4,1,0,0
275,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O,Flavonoids,Flavones,Jaceosidin,330.289,C17H14O7,18085-97-7,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.5940000000000007,0.6768622802504395,330.073952788,3,2,0,0
276,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1,Flavonoids,Flavones,Cirsilineol,344.315,C18H16O7,41365-32-6,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.897000000000001,0.7506377038439059,344.089602852,2,3,0,0
277,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1,Flavonoids,Flavones,Eupatorin,344.315,C18H16O7,855-96-9,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.897000000000001,0.7506377038439059,344.089602852,2,3,0,0
278,OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1,Flavonoids,Flavones,6-Hydroxyluteolin,302.236,C15H10O7,18003-33-3,2007-11-01 00:00:00 UTC,2015-05-10 23:28:46 UTC,1.988,0.4341904402990982,302.04265266,5,0,0,0
279,CC1OC(OC2=CC3=C(C(=O)C=C(O3)C3=CC(O)=C(O)C=C3)C(O)=C2O)C(O)C(O)C1O,Flavonoids,Flavones,6-Hydroxyluteolin 7-O-rhamnoside,448.37699999999995,C21H20O11,,2007-11-01 00:00:00 UTC,2015-05-10 23:28:46 UTC,0.4886999999999991,0.2759883948284764,448.1005614599999,4,0,0,0
280,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C(O)=C2O,Flavonoids,Flavones,Scutellarein,286.236,C15H10O6,529-53-3,2007-11-02 00:00:00 UTC,2015-05-10 23:28:46 UTC,2.2824000000000004,0.5106223467843569,286.04773804,4,0,0,0
281,[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]1([H])O,Flavonoids,Flavones,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside),650.538,C29H30O17,,2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC,-1.461199999999999,0.09193420278117435,650.1482995,2,0,0,0
283,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OCC(O)(CO)[C@H]3O)C=C2O1,Flavonoids,Flavones,Chrysoeriol 7-O-apiosyl-glucoside,594.518,C27H30O15,,2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC,-1.4766000000000008,0.1484359076475236,594.15847026,2,1,0,0
284,[H][C@@]1(O[C@]2([H])[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]2([H])OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(OC)=C2)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavones,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),680.564,C30H32O18,,2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC,-1.450999999999999,0.08489045567001346,680.158864184,2,1,0,0
285,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavones,Chrysoeriol 7-O-glucoside,462.404,C22H22O11,,2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC,0.05849999999999955,0.30180686401687024,462.1162115239999,2,1,0,0
286,[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavones,Chrysoeriol 7-O-(6''-malonyl-glucoside),548.45,C25H24O14,,2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC,0.08409999999999956,0.16210331254641938,548.1166054479999,2,1,0,0
287,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(O)=O)O[C@@H]([C@H]1O)C(O)=O,Flavonoids,Flavones,Apigenin 7-O-diglucuronide,622.485,C27H26O17,,2007-11-23 00:00:00 UTC,2015-05-10 23:28:46 UTC,-1.9412999999999978,0.13845732679527264,622.116999372,2,0,0,0
288,CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C(O)C(O)C1O,Flavonoids,Flavones,Rhoifolin 4'-O-glucoside,740.659,C33H40O19,,2002-09-04 15:55:15 UTC,2015-05-10 23:28:46 UTC,-3.6251999999999973,0.10085741444324836,740.21637906,1,0,0,0
290,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Kaempferol,286.236,C15H10O6,520-18-3,2002-09-02 11:41:58 UTC,2015-05-10 23:28:46 UTC,2.2824,0.5458513994143424,286.04773804,3,0,0,0
291,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1,Flavonoids,Flavonols,Quercetin,302.236,C15H10O7,117-39-5,2002-08-20 00:00:00 UTC,2015-05-10 23:28:46 UTC,1.9879999999999998,0.4341904402990982,302.04265266,4,0,0,0
292,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-galactoside,464.376,C21H20O12,482-36-0,2002-08-22 11:31:38 UTC,2015-05-10 23:28:46 UTC,-0.5389000000000006,0.2288751447852227,464.09547607999986,4,0,0,0
293,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 3-O-glucoside,464.376,C21H20O12,21637-25-2,2002-08-22 11:36:11 UTC,2015-05-10 23:28:46 UTC,-0.5389000000000006,0.2288751447852227,464.09547607999986,4,0,0,0
294,O[C@@H]1COC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-xyloside,434.35,C20H18O11,,2002-08-22 11:39:46 UTC,2015-05-10 23:28:46 UTC,0.1001999999999994,0.27673348291198957,434.0849113959999,4,0,0,0
295,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@@H](O)[C@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rhamnoside,448.37699999999995,C21H20O11,522-12-3,2002-08-21 15:24:19 UTC,2015-05-10 23:28:46 UTC,0.48869999999999997,0.2759883948284765,448.1005614599999,4,0,0,0
296,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,610.518,C27H30O16,153-18-4,2002-08-21 15:16:36 UTC,2015-05-10 23:28:46 UTC,-1.6871000000000014,0.13951784322162464,610.15338488,4,0,0,0
297,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 3-O-sophoroside,626.5169999999999,C27H30O17,18609-17-1,2005-03-30 10:22:45 UTC,2015-05-10 23:28:46 UTC,-2.7147,0.1187912587350558,626.1482995,4,0,0,0
298,O[C@H]1CO[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-arabinoside,434.35,C20H18O11,22255-13-6,2002-08-21 15:21:49 UTC,2015-05-10 23:28:46 UTC,0.1001999999999994,0.27673348291198957,434.0849113959999,4,0,0,0
299,[H][C@]1(CO)O[C@@]([H])(OC(=O)[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-xylosyl-glucuronide,610.474,C26H26O17,,2005-03-30 10:29:19 UTC,2015-05-10 23:28:47 UTC,-2.549000000000001,0.10148907095219109,610.116999372,4,0,0,0
303,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Isorhamnetin 3-O-glucoside 7-O-rhamnoside,624.544,C28H32O16,,2005-07-21 00:00:00 UTC,2015-05-10 23:28:47 UTC,-1.7352000000000016,0.14136742413964362,624.1690349439999,2,1,0,0
304,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@@H](C(C)O)[C@@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 3-O-rutinoside,462.404,C22H22O11,,2005-07-21 00:00:00 UTC,2015-05-10 23:28:47 UTC,0.7916999999999996,0.3155929472007336,462.1162115239999,3,1,0,0
305,OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)OC(C1O)C(O)=O,Flavonoids,Flavonols,Kaempferol 3-O-glucuronide,462.36,C21H18O12,,2002-10-14 10:02:46 UTC,2015-05-10 23:28:47 UTC,-0.15220000000000056,0.2700411882367161,462.07982601599986,3,0,0,0
306,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 7-O-rhamnoside,478.403,C22H22O12,,2005-07-21 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.23590000000000017,0.25431313268861316,478.11112614399985,2,1,0,0
307,OC[C@H]1O[C@@H](OC2=C(O)C=C(C=C2)C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,"Quercetin 3,4'-O-diglucoside",626.5169999999999,C27H30O17,,2002-09-25 17:02:15 UTC,2015-05-10 23:28:47 UTC,-3.0658,0.12400601140866653,626.1482994999999,3,0,0,0
308,CC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,Flavonoids,Flavonols,Myricetin 3-O-rutinoside,626.5169999999999,C27H30O17,,2005-01-28 00:00:00 UTC,2015-05-10 23:28:47 UTC,-1.9815000000000011,0.1321139534939081,626.1482994999999,5,0,0,0
309,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1,Flavonoids,Flavonols,Myricetin,318.235,C15H10O8,529-44-2,2004-04-14 17:07:48 UTC,2015-05-10 23:28:47 UTC,1.6936,0.3707504645634647,318.03756727999996,5,0,0,0
310,OC1=CC(O)=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Morin,302.236,C15H10O7,480-16-0,2005-01-26 00:00:00 UTC,2015-05-10 23:28:47 UTC,1.9879999999999998,0.46414627354662585,302.04265266,4,0,0,0
311,COC1=CC=C(C=C1)C1=C([O-])C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Kaempferide,299.255,C16H11O6,,2004-04-22 13:33:20 UTC,2015-05-10 23:28:47 UTC,1.9533999999999996,0.7493898876911078,299.05611165191,2,1,0,0
312,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@H]1O,Flavonoids,Flavonols,Myricetin 3-O-galactoside,480.376,C21H20O13,,2003-04-17 13:44:06 UTC,2015-05-10 23:28:47 UTC,-0.8333000000000004,0.20775754913231637,480.09039069999983,5,0,0,0
313,OC[C@H]1O[C@@H](OC2=CC(=CC(O)=C2O)C2=C(O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Myricetin 3-O-glucoside,480.376,C21H20O13,,2004-09-14 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.8333000000000004,0.20775754913231637,480.09039069999983,4,0,0,0
314,[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-glucosyl-xyloside,596.491,C26H28O16,,2006-02-28 10:03:37 UTC,2015-05-10 23:28:47 UTC,-2.075600000000001,0.13115415189282284,596.1377348159998,4,0,0,0
315,[H][C@@]1(C)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@]([H])(OC(C)=O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-acetyl-rhamnoside,490.414,C23H22O12,,2006-02-28 10:03:37 UTC,2015-05-10 23:28:47 UTC,1.0595,0.22498652892871202,490.11112614399985,4,0,0,0
