id,smiles,compound_class,compound_subclass,name,molecular_weight,formula,cas_number,created_at,updated_at
266,OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1,Flavonoids,Flavones,Baicalein,270.237,C15H10O5,491-67-8,2007-06-08 00:00:00 UTC,2015-05-10 23:28:46 UTC
267,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O,Flavonoids,Flavones,Apigenin 6-C-glucoside,432.378,C21H20O10,38953-85-4,2007-04-12 00:00:00 UTC,2015-05-10 23:28:46 UTC
268,COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O,Flavonoids,Flavones,Hispidulin,300.263,C16H12O6,1447-88-7,2007-10-17 00:00:00 UTC,2015-05-10 23:28:46 UTC
269,COC1=C(OC)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1,Flavonoids,Flavones,Cirsimaritin,314.289,C17H14O6,6601-62-3,2007-10-17 00:00:00 UTC,2015-05-10 23:28:46 UTC
271,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(O)=C2O,Flavonoids,Flavones,"5,6-Dihydroxy-7,8,3',4'-tetramethoxyflavone",374.341,C19H18O8,"",2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
272,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(O)=C2O,Flavonoids,Flavones,Pebrellin,344.315,C18H16O7,"",2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
273,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,Flavonoids,Flavones,Gardenin B,358.342,C19H18O7,"",2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
274,COC1=C(O)C2=C(OC(=CC2=O)C2=CC(O)=C(O)C=C2)C=C1O,Flavonoids,Flavones,Nepetin,316.262,C16H12O7,"",2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
275,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O,Flavonoids,Flavones,Jaceosidin,330.289,C17H14O7,18085-97-7,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
276,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1,Flavonoids,Flavones,Cirsilineol,344.315,C18H16O7,41365-32-6,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
277,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1,Flavonoids,Flavones,Eupatorin,344.315,C18H16O7,855-96-9,2007-10-30 00:00:00 UTC,2015-05-10 23:28:46 UTC
278,OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1,Flavonoids,Flavones,6-Hydroxyluteolin,302.236,C15H10O7,18003-33-3,2007-11-01 00:00:00 UTC,2015-05-10 23:28:46 UTC
279,CC1OC(OC2=CC3=C(C(=O)C=C(O3)C3=CC(O)=C(O)C=C3)C(O)=C2O)C(O)C(O)C1O,Flavonoids,Flavones,6-Hydroxyluteolin 7-O-rhamnoside,448.377,C21H20O11,"",2007-11-01 00:00:00 UTC,2015-05-10 23:28:46 UTC
280,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C(O)=C2O,Flavonoids,Flavones,Scutellarein,286.236,C15H10O6,529-53-3,2007-11-02 00:00:00 UTC,2015-05-10 23:28:46 UTC
281,[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]1([H])O,Flavonoids,Flavones,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside),650.538,C29H30O17,"",2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC
283,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OCC(O)(CO)[C@H]3O)C=C2O1,Flavonoids,Flavones,Chrysoeriol 7-O-apiosyl-glucoside,594.518,C27H30O15,"",2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC
284,[H][C@@]1(O[C@]2([H])[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]2([H])OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(OC)=C2)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavones,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),680.564,C30H32O18,"",2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC
285,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavones,Chrysoeriol 7-O-glucoside,462.404,C22H22O11,"",2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC
286,[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavones,Chrysoeriol 7-O-(6''-malonyl-glucoside),548.45,C25H24O14,"",2007-11-07 00:00:00 UTC,2015-05-10 23:28:46 UTC
287,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(O)=O)O[C@@H]([C@H]1O)C(O)=O,Flavonoids,Flavones,Apigenin 7-O-diglucuronide,622.485,C27H26O17,"",2007-11-23 00:00:00 UTC,2015-05-10 23:28:46 UTC
288,CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C(O)C(O)C1O,Flavonoids,Flavones,Rhoifolin 4'-O-glucoside,740.659,C33H40O19,"",2002-09-04 15:55:15 UTC,2015-05-10 23:28:46 UTC
290,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Kaempferol,286.236,C15H10O6,520-18-3,2002-09-02 11:41:58 UTC,2015-05-10 23:28:46 UTC
291,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1,Flavonoids,Flavonols,Quercetin,302.236,C15H10O7,117-39-5,2002-08-20 00:00:00 UTC,2015-05-10 23:28:46 UTC
292,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-galactoside,464.376,C21H20O12,482-36-0,2002-08-22 11:31:38 UTC,2015-05-10 23:28:46 UTC
293,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 3-O-glucoside,464.376,C21H20O12,21637-25-2,2002-08-22 11:36:11 UTC,2015-05-10 23:28:46 UTC
294,O[C@@H]1COC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-xyloside,434.35,C20H18O11,"",2002-08-22 11:39:46 UTC,2015-05-10 23:28:46 UTC
295,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@@H](O)[C@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rhamnoside,448.377,C21H20O11,522-12-3,2002-08-21 15:24:19 UTC,2015-05-10 23:28:46 UTC
296,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,610.518,C27H30O16,153-18-4,2002-08-21 15:16:36 UTC,2015-05-10 23:28:46 UTC
297,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 3-O-sophoroside,626.517,C27H30O17,18609-17-1,2005-03-30 10:22:45 UTC,2015-05-10 23:28:46 UTC
298,O[C@H]1CO[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-arabinoside,434.35,C20H18O11,22255-13-6,2002-08-21 15:21:49 UTC,2015-05-10 23:28:46 UTC
299,[H][C@]1(CO)O[C@@]([H])(OC(=O)[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-xylosyl-glucuronide,610.474,C26H26O17,"",2005-03-30 10:29:19 UTC,2015-05-10 23:28:47 UTC
303,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Isorhamnetin 3-O-glucoside 7-O-rhamnoside,624.544,C28H32O16,"",2005-07-21 00:00:00 UTC,2015-05-10 23:28:47 UTC
304,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@@H](C(C)O)[C@@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 3-O-rutinoside,462.404,C22H22O11,"",2005-07-21 00:00:00 UTC,2015-05-10 23:28:47 UTC
305,OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)OC(C1O)C(O)=O,Flavonoids,Flavonols,Kaempferol 3-O-glucuronide,462.36,C21H18O12,"",2002-10-14 10:02:46 UTC,2015-05-10 23:28:47 UTC
306,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 7-O-rhamnoside,478.403,C22H22O12,"",2005-07-21 00:00:00 UTC,2015-05-10 23:28:47 UTC
307,OC[C@H]1O[C@@H](OC2=C(O)C=C(C=C2)C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,"Quercetin 3,4'-O-diglucoside",626.517,C27H30O17,"",2002-09-25 17:02:15 UTC,2015-05-10 23:28:47 UTC
308,CC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,Flavonoids,Flavonols,Myricetin 3-O-rutinoside,626.517,C27H30O17,"",2005-01-28 00:00:00 UTC,2015-05-10 23:28:47 UTC
309,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1,Flavonoids,Flavonols,Myricetin,318.235,C15H10O8,529-44-2,2004-04-14 17:07:48 UTC,2015-05-10 23:28:47 UTC
310,OC1=CC(O)=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Morin,302.236,C15H10O7,480-16-0,2005-01-26 00:00:00 UTC,2015-05-10 23:28:47 UTC
311,COC1=CC=C(C=C1)C1=C([O-])C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Kaempferide,299.255,C16H11O6,"",2004-04-22 13:33:20 UTC,2015-05-10 23:28:47 UTC
312,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@H]1O,Flavonoids,Flavonols,Myricetin 3-O-galactoside,480.376,C21H20O13,"",2003-04-17 13:44:06 UTC,2015-05-10 23:28:47 UTC
313,OC[C@H]1O[C@@H](OC2=CC(=CC(O)=C2O)C2=C(O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Myricetin 3-O-glucoside,480.376,C21H20O13,"",2004-09-14 00:00:00 UTC,2015-05-10 23:28:47 UTC
314,[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-glucosyl-xyloside,596.491,C26H28O16,"",2006-02-28 10:03:37 UTC,2015-05-10 23:28:47 UTC
315,[H][C@@]1(C)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@]([H])(OC(C)=O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-acetyl-rhamnoside,490.414,C23H22O12,"",2006-02-28 10:03:37 UTC,2015-05-10 23:28:47 UTC
316,OC[C@H]1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-galactoside,448.377,C21H20O11,23627-87-4,2004-09-08 00:00:00 UTC,2015-05-10 23:28:47 UTC
317,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=CC=C2)=C1,Flavonoids,Flavonols,Galangin,270.237,C15H10O5,548-83-4,2004-04-22 13:33:20 UTC,2015-05-10 23:28:47 UTC
318,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin,316.262,C16H12O7,480-19-3,2002-09-02 11:41:58 UTC,2015-05-10 23:28:47 UTC
319,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,448.377,C21H20O11,480-10-4,2004-09-08 00:00:00 UTC,2015-05-10 23:28:47 UTC
320,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-rutinoside,594.518,C27H30O15,"",2004-09-14 00:00:00 UTC,2015-05-10 23:28:47 UTC
321,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-glucosyl-rhamnosyl-galactoside,756.659,C33H40O20,"",2003-04-17 13:37:32 UTC,2015-05-10 23:28:47 UTC
322,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-glucosyl-rhamnosyl-glucoside,756.659,C33H40O20,"",2003-04-17 13:41:05 UTC,2015-05-10 23:28:47 UTC
323,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-glucosyl-rhamnosyl-galactoside,772.658,C33H40O21,134953-93-8,2003-04-17 13:33:23 UTC,2015-05-10 23:28:47 UTC
324,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-glucosyl-rhamnosyl-glucoside,772.658,C33H40O21,"",2006-06-19 00:00:00 UTC,2015-05-10 23:28:47 UTC
325,COC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(O)=C(O)C=C1,Flavonoids,Flavonols,Rhamnetin,316.262,C16H12O7,90-19-7,2002-09-02 11:41:58 UTC,2015-05-10 23:28:47 UTC
326,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 3-O-glucoside,478.403,C22H22O12,"",2004-06-18 00:00:00 UTC,2015-05-10 23:28:47 UTC
327,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Myricetin 3-O-rhamnoside,464.376,C21H20O12,17912-87-7,2004-06-23 00:00:00 UTC,2015-05-10 23:28:47 UTC
328,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rhamnosyl-galactoside,610.518,C27H30O16,"",2004-10-28 14:59:47 UTC,2015-05-10 23:28:47 UTC
330,OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)OC(C1O)C(O)=O,Flavonoids,Flavonols,Quercetin 3-O-glucuronide,478.36,C21H18O13,"",2005-01-28 15:35:45 UTC,2015-05-10 23:28:47 UTC
331,[H][C@@]1(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(OC)=C(O)C=C2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Isorhamnetin 3-O-glucuronide,492.386,C22H20O13,"",2005-01-28 15:54:47 UTC,2015-05-10 23:28:47 UTC
332,OCC1OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1O,Flavonoids,Flavonols,Myricetin 3-O-arabinoside,450.35,C20H18O12,"",2005-02-04 00:00:00 UTC,2015-05-10 23:28:47 UTC
334,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC(O)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,"Quercetin 7,4'-O-diglucoside",626.517,C27H30O17,"",2006-06-19 00:00:00 UTC,2015-05-10 23:28:47 UTC
335,OC[C@H]1O[C@@H](OC2=C(O)C=C(C=C2)C2=C(O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 4'-O-glucoside,464.376,C21H20O12,20229-56-5,2006-06-19 00:00:00 UTC,2015-05-10 23:28:47 UTC
336,COC1=CC(=CC=C1OC1OC(CO)C(O)C(O)C1O)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 4'-O-glucoside,478.403,C22H22O12,"",2004-06-18 00:00:00 UTC,2015-05-10 23:28:47 UTC
337,COC1=CC(O)=C2C(=O)C(OC)=C(OC2=C1)C1=CC(O)=C(O)C=C1,Flavonoids,Flavonols,"3,7-Dimethylquercetin",330.289,C17H14O7,"",2006-09-28 00:00:00 UTC,2015-05-10 23:28:48 UTC
338,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-sophoroside,610.518,C27H30O16,19895-95-5,2006-07-12 10:08:25 UTC,2015-05-10 23:28:48 UTC
339,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,"Kaempferol 3,7-O-diglucoside",610.518,C27H30O16,"",2006-07-12 10:08:25 UTC,2015-05-10 23:28:48 UTC
341,OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Flavonols,Kaempferol 3-O-sophoroside 7-O-glucoside,772.658,C33H40O21,"",2006-07-12 13:39:20 UTC,2015-05-10 23:28:48 UTC
349,OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)C1O,Flavonoids,Flavonols,"Quercetin 3-O-(6""-malonyl-glucoside)",550.422,C24H22O15,"",2006-08-08 11:12:09 UTC,2015-05-10 23:28:48 UTC
350,[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavonols,"Kaempferol 3-O-(6""-malonyl-glucoside)",534.423,C24H22O14,"",2006-08-08 15:26:18 UTC,2015-05-10 23:28:48 UTC
351,C[C@@H]1O[C@H](OC2=C(OC3=CC(O)=CC([O-])=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-rhamnoside,431.37,C21H19O10,"",2006-08-08 15:29:09 UTC,2015-05-10 23:28:48 UTC
352,OCC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(=O)CC(O)=O)C(O)C(O)C2O)=C(O3)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Flavonols,"Quercetin 3-O-(6""-malonyl-glucoside) 7-O-glucoside",712.563,C30H32O20,"",2006-08-08 15:31:15 UTC,2015-05-10 23:28:48 UTC
356,COC1=C(O)C2=C(OC(=C(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC3OCC(O)(CO)C3O)C2=O)C2=CC=C(O)C(O)=C2)C=C1O,Flavonoids,Flavonols,Patuletin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,788.657,C33H40O22,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
357,COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC2OCC(O)(CO)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O,Flavonoids,Flavonols,Spinacetin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,802.684,C34H42O22,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
358,[H][C@@]1(O[C@]2([H])[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(CO[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)O[C@@]2([H])OC2=C(OC3=C(C(O)=C(OC)C(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavonols,Patuletin 3-O-(2''-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside,964.826,C43H48O25,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
359,[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=C(OC)C(O)=C4C3=O)C3=CC=C(O)C(OC)=C3)OC(CO[C@]3([H])O[C@@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC=C(O)C=C3)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavonols,"Spinacetin 3-O-(2""-p-coumaroylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside",948.827,C43H48O24,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
360,[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=C(OC)C(O)=C4C3=O)C3=CC=C(O)C(OC)=C3)OC(CO[C@]3([H])O[C@@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavonols,"Spinacetin 3-O-(2""-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside",978.853,C44H50O25,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
361,COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O,Flavonoids,Flavonols,Spinacetin 3-O-glucosyl-(1->6)-glucoside,670.57,C29H34O18,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
362,[H][C@@]1(OC2=CC=C(C=C2OC)C2=C(OC)C(=O)C3=C(O2)C=C(O)C(OC)=C3O)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Jaceidin 4'-O-glucuronide,536.439,C24H24O14,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
